HSCode,Description
8479909060,"Machines and mechanical instruments, parts of machines and mechanical instruments with individual functions; other; presses and extruders"
8479909070,"Machinery and mechanical instruments, parts of machinery and mechanical instruments with individual functions; other; marine and fishing equipment"
8479909090,"Machines and mechanical appliances, parts of machines and mechanical appliances with individual functions; other; other"
8480100000,"Molding Boxes, for Metal Casting; Molds for Metal Casting"
8480200000,"Mold base; for metal, metal carbide, glass, mineral materials, rubber, or plastic; mold base"
8480300000,"Molding pattern; metal, metal carbide, glass, mineral material, rubber, or plastic; model for manufacturing molds"
8480410000,"Molds; metal or metal carbide, of injection or compression type; injection or compression"
8480490000,Molds; for metals or metal carbides other than injection or compression type; other
8480500000,Molds; for glass; molds for glass molding
8480600000,Molds; for mineral materials; molds for molding mineral materials
8480710000,"Mold; for rubber or plastic, injection or compression type; injection or compression"
8480790000,Molds; for rubber or plastic not of the injection or compression type; other
8481100000,"Valves; valves for depressurizing pipes, boiler shells, tanks, vats, etc."
8481201000,"Valves, fluid for hydraulic or pneumatic transmission; valves for hydraulic transmission"
8481202000,"Valves, fluid for hydraulic or pneumatic transmission; valves for pneumatic transmission"
8481300000,"Valves; check (non-return) valves for pipes, boiler shells, tanks, vats, etc."
8481400000,"Valves; safety or relief valves for pipes, boiler shells, tanks, vats, etc."
8481801010,"Faucets, taps, valves and similar appliances; pipes, including thermostatic valves; boiler shells, tanks, kegs, etc."
8481801020,"Faucets, taps, valves, and similar appliances; pipes, including thermostatic valves; boiler shells, tanks, vats, etc."
8481801030,"Faucets, taps, valves, and similar appliances; pipes, including thermostatic valves; boiler shells, tanks, vats, etc."
8481801090,"Faucets, taps, valves and similar appliances; pipes, including thermostatic valves; boiler shells, tanks, vats, etc."
8481802000,"Faucets, taps, valves, and similar appliances; pipes, including thermostatic valves; boiler shells, tanks, vats, etc."
8481809000,"Faucets, taps, valves and similar appliances, pipes, including thermostatic valves, boiler shells, tanks, vats, etc."
8481900000,"Faucets, taps, valves, and similar appliances and parts thereof; parts thereof"
8482102000,Ball bearings; 100 millimeters or less inside diameter
8482109000,Ball Bearings; Other
8482200000,"bearings; tapered roller bearings, including cone and tapered roller assemblies; conical roller bearings [including cone and tapered roller assemblies]; conical roller bearings in combination with cones"
8482300000,Bearings; Spherical roller bearings; Spherical roller bearing
8482400000,"Bearing; needle roller bearing, including cage and needle roller assembly; needle roller bearing, including assembly of cage and needle roller"
8482500000,"Bearings; cylindrical roller bearings, including cage and roller assemblies, except those not provided for in heading 8482. 8482; other cylindrical roller bearings, including assemblies of cages and rollers"
8482800000,"Bearings; not provided for in heading. 8482, including combined ball/roller; other bearings, including combined ball and roller bearings"
8482910000,"Bearings; Components, Balls, Needles &amp; Rollers; Balls, Needles &amp; Rollers"
8482990000,"Bearings, parts (except balls, needles, and rollers); other"
8483101000,Transmission shafts (including camshafts and crankshafts) and cranks; for aircraft
8483109010,Transmission shafts (including camshafts and crankshafts) and cranks; other; for vehicles of class 87
8483109090,Transmission shafts (including camshafts and crankshafts) and cranks; Other; Other
8483201000,Bearing housings with integrated ball or roller bearings; for aircraft
8483209000,Bearing housings with integrated ball bearings or roller bearings; other
8483301000,Bearing housings that do not incorporate ball or roller bearings and plain shaft bearings; for aircraft
8483309000,Bearing housings that do not incorporate ball bearings or roller bearings and plain shaft bearings; etc.
8483401010,"Gears and gearing (cogs, chain sprockets, and other transmission elements not included); ball or roller screws; other transmissions, including gear boxes and torque converters; aircraft; roller screws"
8483401090,"Gears and gearing (cogs, chain sprockets, and other transmission elements not included), ball or roller screws, and other transmissions, including gearboxes and torque converters; Aircraft; Other"
8483409010,"Gears and gearing (cogs, chain sprockets, and other transmission elements not included), ball or roller screws, and other transmissions, including gearboxes and torque converters; Miscellaneous; Gears"
8483409020,"Gears and gearing (cogs, chain sprockets, and other transmission elements not included), ball or roller screws, and other transmissions, including gearboxes and torque converters; Miscellaneous; Gearboxes"
8483409030,"Gears and gearing (cogs, chain sprockets, and other transmission elements not included), ball or roller screws, and other transmissions, including gearboxes and torque converters; other; stepless speed variators"
8483409040,"Gears and gearing (cogs, chain sprockets and other transmission elements not included); ball or roller screws; other transmissions, including gearboxes and torque converters; other; roller screws"
8483409050,"Gears and gearing (cogs, chain sprockets and other transmission elements not included); ball or roller screws; other transmissions, including gearboxes and torque converters; other; ball screws"
8483409090,"Gears and gearing (cogs, chain sprockets, and other transmission elements not included), ball or roller screws, and other transmissions, including gearboxes and torque converters; other; other"
8483501000,"Pulleys and flywheels, including pulley blocks; for aircraft"
8483509000,"Pulleys and flywheels, including pulley blocks; other"
8483601000,Clutch and shaft couplings (including universal joints); for aircraft
8483602000,Clutch and shaft couplings (including universal joints); for wind turbines
8483609000,Clutch and shaft couplings (including universal joints); other
8483901000,"Transmission components, cogs, chain sprockets, and other transmission parts are available separately; for aircraft"
8483902000,"Transmission components, cogs, chain sprockets, and other transmission parts are available separately; For wind turbines"
8483909000,"Transmission components, cogs, chain sprockets, and other transmission parts are available separately; Misc."
8484101000,"Gaskets and similar joints, metal plates combined with other materials or with two or more layers of metal; for vehicles of class 87"
8484109000,"Gaskets and similar joints, metal plates combined with other materials or two or more layers of metal; etc."
8484200000,Seal; mechanical; mechanical seal
8484900000,"a set of gaskets or a collection of gaskets and similar joints, differing in composition and placed in a pouch, envelope, or similar packaging; etc."
8485100000,Machines for additive manufacturing; by metal deposition; for metal
8485201000,Machines for additive manufacturing; machines by plastic or rubber deposits; extrusion of material in desktop form
8485209000,"Machines for additive manufacturing, machines by plastic or rubber deposits; other"
8485300000,"Machines for additive manufacturing; plaster, cement, ceramic, or glass depositors; for plaster, cement, ceramic, or glass"
8485800000,"Machines for additive manufacturing; machines made of materials other than metal, plastic, rubber, gypsum, cement, ceramic, or glass deposits; other"
8485900000,Machines for additive manufacturing; parts; subassemblies
8486101000,Machines and apparatus of the kind used wholly or mainly in the manufacture of semiconductor bulbs or wafers; spin dryers (limited to centrifugal)
8486102000,Machines and apparatus of a class used wholly or principally in the manufacture of semiconductor boules or wafers; machines for growing single crystal boules
8486103010,Machinery and apparatus of the kind used wholly or principally in the manufacture of semiconductor boules or wafers; machine tools for machining boules or wafers; instruments for cutting single crystal boules into thin slices
8486103020,"Machinery and apparatus of the kind used wholly or mainly in the manufacture of semiconductor boules or wafers; machine tools for processing boules or wafers; polishing and polishing machines for processing wafers, including lapping machines"
8486103090,Machinery and apparatus of the kind used wholly or principally in the manufacture of semiconductor boules or wafers; machine tools for machining boules or wafers; etc.
8486104010,"Machinery and apparatus of the kind used wholly or mainly for the manufacture of semiconductor wires or wafers; machine tools for the processing of various materials (limited to processing by removing a part of the material by laser or other light or photon beam, electrochemical, electron beam, ion beam, plasma arc method); by laser or other light or photon beam method"
8486104020,"Machines and devices of the kind used wholly or mainly for the manufacture of semiconductor wires or wafers; machine tools for the processing of various materials (limited to processing by removing a part of the material by laser or other light or photon beam, electrochemical, electron beam, ion beam or plasma arc method); electrochemical, electron beam, ion beam or plasma arc method"
8486105010,Machines and apparatus of the kind used wholly or mainly for the manufacture of semiconductor bulbs or wafers; furnaces and ovens of the electric type (including electromagnetic and dielectric types); furnaces and ovens of the resistance heating type
8486105030,Machines and apparatus of the kind used wholly or mainly for the manufacture of semiconductor bulls or wafers; electric furnaces and ovens (including electromagnetic and dielectric); other furnaces and ovens
8486109000,Machinery and apparatus of a kind used wholly or primarily in the manufacture of semiconductor bulls or wafers; other
8486201000,Machinery and apparatus of a kind used wholly or mainly in the manufacture of semiconductor devices or electronic integrated circuits; spin dryers (limited to centrifugal)
8486202100,Machines and apparatus of the kind used wholly or mainly for the manufacture of semiconductor devices or electronic integrated circuits; electric furnaces and ovens (including electromagnetic and dielectric); resistive heating furnaces and ovens
8486202200,"Machines and apparatus of a kind used wholly or mainly for the manufacture of semiconductor devices or electronic integrated circuits; electric furnaces and ovens, including electromagnetic and dielectric types; electromagnetic and dielectric furnaces and ovens"
8486202300,Machines and apparatus of the kind used wholly or mainly for the manufacture of semiconductor devices or electronic integrated circuits; electric furnaces and ovens (including electro- and dielectric-type); other furnaces and ovens
8486203000,Machinery and apparatus of a kind used wholly or mainly in the manufacture of semiconductor devices or electronic integrated circuits; ion implantation machines for doping semiconductor materials
8486204000,Machines and apparatus of the kind used wholly or primarily in the manufacture of semiconductor devices or electronic integrated circuits; machines for forming films or depositing metals on semiconductor wafers
8486205000,"Machinery and apparatus of the kind used wholly or mainly in the manufacture of semiconductor devices or electronic integrated circuits; metalworking machine tools (including presses) for bending, folding, straightening, and spreading metal"
8486206010,Machinery and apparatus of the kind used wholly or mainly in the manufacture of semiconductor devices or electronic integrated circuits; instruments for projecting or drawing circuit models on photosensitive semiconductor materials; instruments for drawing directly on semiconductor wafers
8486206020,Machinery and apparatus of a kind used wholly or mainly in the manufacture of semiconductor devices or electronic integrated circuits; apparatus for projecting or drawing circuit models on photosensitive semiconductor materials; step-and-repeat aligners
8486206091,Machinery and apparatus of a kind used wholly or mainly for the manufacture of semiconductor devices or electronic integrated circuits; instruments for projecting or drawing circuit models on photosensitive semiconductor materials; other; laser-operated instruments
8486206099,Machinery and apparatus of a kind used wholly or mainly for the manufacture of semiconductor devices or electronic integrated circuits; apparatus for projecting or drawing circuit models on photosensitive semiconductor materials; other; other
8486207000,"Machinery and apparatus of the kind used wholly or primarily in the manufacture of semiconductor devices or electronic integrated circuits; machines for wet etching, developing, stripping, or cleaning semiconductor wafers"
8486208100,"Machinery and apparatus of the kind used wholly or mainly for the manufacture of semiconductor devices or electronic integrated circuits; machine tools for processing various materials (limited to processing by removing part of the material by laser or other methods of light, photon beam, electrochemical, electron beam, ion beam, plasma arc, etc."
8486208410,"Machines and devices of the kind used solely or mainly for the manufacture of semiconductor devices or electronic integrated circuits; machine tools for processing various materials (limited to machining by removing a part of the material by laser or other light or photon beam, electrochemical, electron beam, ion beam, or plasma arc method); electrochemical, electron beam, ion beam, or plasma arc method; dry etching patterns for semiconductor materials"
8486208420,"Machines and devices of the kind used exclusively or primarily for the manufacture of semiconductor devices or electronic integrated circuits; machine tools for processing various materials (including, but not limited to, machinery for processing materials by removing a portion of the material by laser or other light beam, photon beam, electrochemical, electron beam, ion beam, or plasma arc method); electrochemical, electron beam, ion beam, or plasma arc method; devices for stripping or cleaning semiconductor wafers"
8486208490,"Machines and devices of the kind used wholly or mainly in the manufacture of semiconductor devices or electronic integrated circuits; machine tools for processing various materials (limited to machining by removing a part of the material by laser or other light or photon beam, electrochemical, electron beam, ion beam or plasma arc method); electrochemical, electron beam, ion beam or plasma arc method; etc."
8486209100,"Machinery and apparatus of a kind used wholly or mainly in the manufacture of semiconductor devices or electronic integrated circuits; miscellaneous; apparatus for spraying, dispensing or atomizing liquids or powders"
8486209200,"Machinery and apparatus of a kind used wholly or mainly in the manufacture of semiconductor devices or electronic integrated circuits; miscellaneous; machines for applying, developing and curing photoresist"
8486209310,"Machinery and apparatus of the kind used wholly or mainly for the manufacture of semiconductor devices or electronic integrated circuits; other; machine tools for the processing of mineral materials; polishing and polishing machines for the processing of semiconductor wafers, including lapping machines"
8486209320,Machinery and apparatus of a kind used wholly or mainly for the manufacture of semiconductor devices or electronic integrated circuits; other; machine tools for the processing of mineral materials; dicing machines for scribing and scoring semiconductor wafers
8486209390,Machinery and apparatus of a kind used wholly or mainly for the manufacture of semiconductor devices or electronic integrated circuits; other; machine tools for the processing of mineral substances; other
8486209400,"Machinery and apparatus of a kind used wholly or mainly in the manufacture of semiconductor devices or electronic integrated circuits; other; machines for cleaning wafers, carriers and tubes"
8486209500,Machinery and apparatus of a kind used wholly or principally in the manufacture of semiconductor devices or electronic integrated circuits; misc.
8486209600,Machinery and apparatus of a kind used wholly or mainly in the manufacture of semiconductor devices or electronic integrated circuits; misc.
8486209900,Machinery and apparatus of a kind used wholly or mainly in the manufacture of semiconductor devices or electronic integrated circuits; other; other
8486301010,Machinery and apparatus of a kind used wholly or mainly for the manufacture of flat panel displays; for the manufacture of organic light-emitting diode (OLED) displays; polishing and polishing machines
8486301020,Machinery and apparatus of a kind used wholly or mainly in the manufacture of flat panel displays; for the manufacture of organic light emitting diode (OLED) displays; applicators or developers
8486301031,Machines and apparatus of a kind used wholly or mainly for the manufacture of flat panel displays; for the manufacture of organic light emitting diode (OLED) displays; depositors; of a physical nature
8486301032,Machinery and apparatus of a kind used wholly or mainly for the manufacture of flat panel displays; for the manufacture of organic light emitting diode (OLED) displays; depositors; of a chemical nature
8486301040,Machinery and apparatus of the kind used wholly or mainly for the manufacture of flat panel displays; for the manufacture of organic light emitting diode (OLED) displays; and for projecting or drawing circuit models onto substrates for photosensitive flat panel displays
8486301050,Machinery and apparatus of a kind used wholly or mainly for the manufacture of flat panel displays; for the manufacture of organic light emitting diode (OLED) displays; etching machines
8486301060,Machinery and apparatus of the kind used wholly or mainly in the manufacture of flat panel displays; for the manufacture of organic light emitting diode (OLED) displays; and for stripping or cleaning
8486301090,Machinery and apparatus of a kind used wholly or mainly for the manufacture of flat panel displays; for the manufacture of organic light emitting diode (OLED) displays; other
8486302010,Machinery and apparatus of a kind used wholly or mainly in the manufacture of flat panel displays; other; polishing machines and polishing machines
8486302020,Machinery and apparatus of a kind used wholly or mainly in the manufacture of flat panel displays; other; applicators or developers
8486302031,Machinery and apparatus of a kind used wholly or mainly in the manufacture of flat panel displays; misc.
8486302032,Machinery and apparatus of a kind used wholly or principally in the manufacture of flat panel displays; other; depositors; of a chemical nature
8486302040,Machines and apparatus of a kind used wholly or mainly for the manufacture of flat panel displays; other; apparatus for projecting or drawing circuit models onto substrates for photosensitive flat panel displays
8486302050,Machinery and apparatus of a kind used wholly or principally in the manufacture of flat panel displays; other; etching machines
8486302060,Machinery and apparatus of a kind used wholly or principally in the manufacture of flat panel displays; miscellaneous; stripping or cleaning machines
8486302070,Machinery and apparatus of a kind used wholly or mainly in the manufacture of flat panel displays; other; instruments for liquid crystal processes
8486302090,Machinery and apparatus of a kind used wholly or mainly in the manufacture of flat panel displays; other; other
8486401010,"Machinery and apparatus of a kind used wholly or mainly for the manufacture or repair of masks and reticles, for the assembly of semiconductor devices or electronic integrated circuits, or for the lifting, handling, loading or unloading of goods of heading 8486; machinery and apparatus for the manufacture and repair of masks and reticles; patterning machines, principally used for the manufacture of masks and reticles from photographic plates on which photographic sensitizer is applied"
8486401020,"Machines and apparatus of a kind used wholly or mainly for the manufacture or repair of masks and reticles, for the assembly of semiconductor devices or electronic integrated circuits, or for the lifting, handling, loading or unloading of goods of heading 8486; machines and apparatus for the manufacture and repair of masks and reticles; focused ion beam milling machines for processing and repairing masks and reticles"
8486401030,"Machines and apparatus of a kind used wholly or mainly for the manufacture or repair of masks and reticles, for the assembly of semiconductor devices or electronic integrated circuits, or for the lifting, handling, loading or unloading of goods of heading 8486; machines and apparatus for the manufacture and repair of masks and reticles; machines for applying, developing and curing photoresist"
8486401040,"Machinery and apparatus of a kind used wholly or mainly for the manufacture or repair of masks and reticles, for the assembly of semiconductor devices or electronic integrated circuits, or for the lifting, handling, loading or unloading of heading 8486; machinery and apparatus for the manufacture and repair of masks and reticles; machinery and apparatus for etching, cleaning and stripping masks and reticles"
8486401090,"Machinery and apparatus of a kind used wholly or mainly for the manufacture or repair of masks and reticles, for the assembly of semiconductor devices or electronic integrated circuits, or for the lifting, handling, loading or unloading of heading 8486; machinery and apparatus for the manufacture and repair of masks and reticles; other"
8486402010,"Machinery and apparatus of a kind used wholly or mainly for the manufacture or repair of masks and reticles, for the assembly of semiconductor devices or electronic integrated circuits, or for the lifting, handling, loading or unloading of heading 8486; machinery and apparatus for the assembly of semiconductor devices and electronic integrated circuits; die attaching machines, tape and wire splicing machines for the assembly of semiconductors"
8486402020,"Machines and apparatus of a kind used wholly or mainly for the manufacture or repair of masks and reticles, for the assembly of semiconductor devices or electronic integrated circuits, or for the lifting, handling, loading or unloading of heading 8486; machines and apparatus for the assembly of semiconductor devices and electronic integrated circuits; machines for inserting and removing semiconductor devices"
8486402031,"Machinery and apparatus of a kind used wholly or mainly for the manufacture or repair of masks and reticles, for the assembly of semiconductor devices or electronic integrated circuits, or for the lifting, handling, loading or unloading of heading 8486; machinery and apparatus for the assembly of semiconductor devices and electronic integrated circuits; machines for cutting and forming packages or leadframes; encapsulation machines for the assembly of semiconductors"
8486402039,"Machinery and apparatus of a kind used wholly or mainly for the manufacture or repair of masks and reticles, for the assembly of semiconductor devices or electronic integrated circuits, or for the lifting, handling, loading or unloading of heading 8486; machinery and apparatus for the assembly of semiconductor devices and electronic integrated circuits; machinery for cutting and forming packages or leadframes; etc."
8486402040,"Machines and apparatus of a kind used wholly or mainly for the manufacture or repair of masks and reticles, for the assembly of semiconductor devices or electronic integrated circuits, or for the lifting, handling, loading or unloading of heading 8486; machines and apparatus for the assembly of semiconductor devices and electronic integrated circuits; machines for mounting lead balls on printed circuit boards or ceramic substrates for the manufacture of semiconductors"
8486402070,"Machines and apparatus of a kind used wholly or mainly for the manufacture or repair of masks and reticles, for the assembly of semiconductor devices or electronic integrated circuits, or for the lifting, handling, loading or unloading of goods of heading 8486; machines and apparatus for the assembly of semiconductor devices and electronic integrated circuits; molds for molding rubber and plastics, of injection or compression type"
8486402080,"Machines and apparatus of a kind used wholly or mainly for the manufacture or repair of masks and reticles, for the assembly of semiconductor devices or electronic integrated circuits, or for the lifting, handling, loading or unloading of heading 8486; machines and apparatus for the assembly of semiconductor devices and electronic integrated circuits; machines for attaching semiconductor dies or cleaning wafers, carriers and tubes"
8486402091,"Machinery and apparatus of a kind used wholly or mainly for the manufacture or repair of masks and reticles, for the assembly of semiconductor devices or electronic integrated circuits, or for the lifting, handling, loading or unloading of heading 8486; machinery and apparatus for the assembly of semiconductor devices and electronic integrated circuits; other; metalworking machine tools for bending, folding, straightening and spreading (including presses, whether or not numerically controlled, for semiconductor leads)"
8486402093,"Machines and apparatus of a kind used wholly or mainly for the manufacture or repair of masks and reticles, for the assembly of semiconductor devices or electronic integrated circuits, or for the lifting, handling, loading or unloading of goods of heading 8486; machines and apparatus for the assembly of semiconductor devices and electronic integrated circuits; other; apparatus for bumping wafers, forming connecting contacts (bumps) on the entire wafer prior to cutting the wafer"
8486402095,"Machines and apparatus of a kind used wholly or mainly for the manufacture or repair of masks and reticles, for the assembly of semiconductor devices or electronic integrated circuits, or for the lifting, handling, loading or unloading of goods of heading 8486; machines and apparatus for the assembly of semiconductor devices and electronic integrated circuits; other; electric furnaces and ovens, resistively heated"
8486402099,"Machinery and apparatus of a kind used wholly or mainly for the manufacture or repair of masks and reticles, for the assembly of semiconductor devices or electronic integrated circuits, or for the lifting, handling, loading or unloading of goods of heading 8486; machinery and apparatus for the assembly of semiconductor devices and electronic integrated circuits; other; other"
8486403010,"Machinery and apparatus of a kind used wholly or principally in the manufacture or repair of masks and reticles, the assembly of semiconductor devices or electronic integrated circuits, or the lifting, handling, loading or unloading of goods of heading 8486; Machinery and apparatus for hoisting, handling, loading or unloading of bowls, wafers, semiconductor devices, electronic integrated circuits and flat panel displays; for transporting, handling and storing wafers, wafer cassettes, boxes or other articles for the manufacture of semiconductor devices"
8486403020,"Machinery and apparatus of a kind used wholly or principally in the manufacture or repair of masks and reticles, the assembly of semiconductor devices or electronic integrated circuits, or the lifting, handling, loading or unloading of goods of heading 8486; Machinery and apparatus for the lifting, handling, loading or unloading of bowls, wafers, semiconductor devices, electronic integrated circuits and flat panel displays; for the lifting, handling, loading or unloading of flat panel displays"
8486403090,"Machinery and apparatus of a kind used wholly or mainly for the manufacture or repair of masks and reticles, for the assembly of semiconductor devices or electronic integrated circuits, or for the lifting, handling, loading or unloading of heading 8486; machinery and apparatus for the hoisting, handling, loading or unloading of bowls, wafers, semiconductor devices, electronic integrated circuits and flat panel displays; etc."
8486901000,"Machinery and apparatus, parts and fittings of heading 8486; machines and instruments for the manufacture of bowls and wafers"
8486902030,"Machinery and apparatus, parts and fittings of heading 8486; machines and instruments for the manufacture of semiconductor devices and electronic integrated circuits; capacitive chucks"
8486902040,"Machinery and apparatus, parts and fittings of heading 8486; machinery and apparatus for the manufacture of semiconductor devices and electronic integrated circuits; apparatus for coating, developing, depositing and etching"
8486902090,"Machinery and apparatus, parts and fittings of heading 8486; machinery and apparatus for the manufacture of semiconductor devices and electronic integrated circuits; other"
8486903050,"Machines and apparatus, parts and fittings of heading 8486; machines and apparatus for the manufacture of flat panel displays; apparatus for the manufacture of organic light emitting diode (OLED) displays"
8486903060,"Machines and apparatus, parts and fittings of heading 8486; machines and apparatus for the manufacture of flat panel displays; apparatus for the manufacture of liquid crystal displays"
8486903090,"Machinery and apparatus, parts and fittings of heading 8486; machines and instruments for the manufacture of flat panel displays; other"
8486904000,"Machines and apparatus, parts and fittings of heading 8486; machines and apparatus specified in subheading 11 of this chapter; machines and apparatus of other heading"
8487100000,Propeller of a ship or boat and its blades; thruster of a ship or boat and its blades
8487901000,"Mechanical parts; not containing electrical connectors, insulators, coils, contacts or other electrical features, other than propellers of ships or boats and blades therefor, and those specified in chapter 84; for vehicles of class 87"
8487909010,"Mechanical parts; not containing electrical connectors, insulators, coils, contacts or other electrical features, other than propellers of ships or boats and blades for the same, specified in chapter 84; miscellaneous; oil seals"
8487909090,"Mechanical parts; things not containing electrical connectors, insulators, coils, contacts or other electrical features, other than propellers of ships or boats and blades therefor, specified in chapter 84; other; other"
8501101000,Electric motors with an output not exceeding 37.5 W; direct current electric motors
8501102000,Electric motors with an output not exceeding 37.5 W; alternating current electric motors
8501103000,Electric motors with an output not exceeding 37.5 watts; combined alternating and direct current motors
8501201000,"Electric motors, general-purpose AC/DC with an output greater than 37.5 watts; output greater than 37.5 watts but less than or equal to 100 watts"
8501202000,"Electric motors, general-purpose AC/DC with output greater than 37.5 watts; output greater than 100 watts but less than or equal to 750 watts"
8501203000,"Electric motors, general purpose AC/DC with an output in excess of 37.5 watts; those with an output in excess of 750 watts"
8501311010,"Electric motors and generators, DC, with an output not exceeding 750 watts; direct current electric motors; those with an output of 100 watts or less"
8501311090,"Electric motors and generators, DC with output not exceeding 750 W; direct current electric motors; other"
8501312000,"Electric motors and generators, DC with an output not exceeding 750 watts; direct current generators"
8501321000,"Electric motors and generators, DC, with output greater than 750 W but not exceeding 75 kW; direct current electric motors"
8501322000,"Electric motors and generators, DC, with output greater than 750 W but not exceeding 75 kW; direct current generators"
8501331000,"Electric motors and generators, DC, for outputs greater than 75 kW but not exceeding 375 kW; direct current electric motors"
8501332000,"Electric motors and generators, DC, for outputs greater than 75 kW but not exceeding 375 kW; direct current generators"
8501341000,"Electric motors and generators, DC with output in excess of 375 kW; direct current electric motors"
8501342000,"Electric motors and generators, DC with output in excess of 375 kW; direct current generators"
8501401000,"Electric motor; AC motor, single phase; output 100 watts or less"
8501402000,"Electric motors; AC motors, single phase; with an output greater than 100 watts and less than or equal to 750 watts"
8501403000,"Electric motors; AC motors, single-phase; with output greater than 750 watts and less than or equal to 75 kilowatts"
8501404000,"Electric motors; AC motors, single-phase; output exceeding 75 kilowatts"
8501510000,Electric motors; multi-phase AC motors with an output not to exceed 750 watts; those with an output of 750 watts or less
8501520000,Electric motors; multiphase AC motors with an output in excess of 750 watts but not exceeding 75 kilowatts; and those with an output in excess of 750 watts but not exceeding 75 kilowatts
8501531000,Electric motors; multiphase AC motors with an output greater than 75 kilowatts; those with an output of 375 kilowatts or less
8501532000,"Electric motors; multiphase AC motors with an output greater than 75 kilowatts (kW); with an output greater than 375 kilowatts and less than or equal to 1,500 kilowatts"
8501534000,"Electric motors; multi-phase AC motors with an output in excess of 75 kilowatts; those with an output in excess of 1,500 kilowatts"
8501611000,"Generators; alternating current (AC) generators, other than solar generators; generators with an output not exceeding 75 kVA; with an output of 750 volt-amperes or less"
8501612000,"Generators; alternating current (AC) generators, other than solar generators, with an output not exceeding 75 kilovolts per ampere (kVA); with an output greater than 750 volt-amperes and less than or equal to 75 kilovolts per ampere"
8501620000,"Electric generators; alternating current generators (AC generators) with an output greater than 75 kilovolt-amperes (kVA) but not exceeding 375 kVA, excluding solar generators; with an output greater than 75 kilovolt-amperes and less than or equal to 375 kilovolt-amperes"
8501631000,"Electric generators; alternating current generators (alternators) with an output greater than 375 kilovolts (kVA) but not exceeding 750 kVA, excluding photovoltaic generators; with an output equivalent to 400 kilowatts or more"
8501639000,"Electric generators; alternating current generators (alternators) with an output greater than 375 kVA but not exceeding 750 kVA, excluding photovoltaic generators; other"
8501640000,"Electric generators; alternating current generators (AC generators) with an output in excess of 750 kilovolt-amperes (kVA), excluding photovoltaic generators; having an output in excess of 750 kilovolt-amperes"
8501710000,An electric generator; a solar DC generator with an output not exceeding 50 watts; an output of 50 watts or less
8501721000,Electric generators; solar DC generators with an output greater than 50 watts; and those with an output greater than 50 watts but less than or equal to 750 watts
8501722000,Electric generators; solar DC generators with an output greater than 50 watts; and solar DC generators with an output greater than 750 watts but less than 75 kilowatts
8501723000,Electric generators; solar DC generators with an output greater than 50 watts; and solar DC generators with an output greater than 75 kilowatts but less than 375 kilowatts
8501724000,Electric generators; solar DC generators with an output in excess of 50 watts; those with an output in excess of 375 kilowatts
8501801000,"Electric generators; (other than generating sets), solar generators (alternators); output 750 volt-amperes or less"
8501802000,"Electric generators; (other than generating sets), solar generators (alternators); with an output of more than 750 volt-amperes but less than 75 kilovolt-amperes"
8501803000,"Electric generators; (other than generating sets), solar generators (alternators); with an output of more than 75 kilovolts amps but less than or equal to 375 kilovolts amps"
8501804010,"Electric generators; (other than generating sets), photovoltaic generators (alternators); with an output of more than 375 kilovolt-amperes but less than 750 kilovolt-amperes; with an output of 400 kilowatt equivalents or more"
8501804090,"Electric generators; (other than generating sets), solar generators (alternators); with an output of more than 375 kilovolt-amperes but less than 750 kilovolt-amperes; other"
8501805000,"Electric generators; (other than generating sets), photovoltaic generators (alternators); having an output in excess of 750 kilovolt amps"
8502111000,"Electric generating sets; compression ignition internal combustion engine (diesel or semi-diesel engine), with an output not exceeding 75 kVA; with an output of 750 volt-amperes or less"
8502112000,"Electric generating sets; compression ignition internal combustion engine (diesel or semi-diesel engine), with an output not exceeding 75 kVA; with an output greater than 750 volt-amperes and less than or equal to 75 kilovolts-amperes"
8502120000,"Electric generating sets; compression ignition internal combustion engine (diesel or semi-diesel engine), with an output greater than 75 kilovolt-amperes (kVA) but not exceeding 375 kVA; with an output greater than 75 kilovolt-amperes and not exceeding 375 kilovolt-amperes"
8502131010,"Electric generating sets; compression ignition internal combustion engine (diesel or semi-diesel engine), with an output greater than 375 kVA; with an output greater than 375 kilovolt-amperes but less than or equal to 750 kilovolt-amperes; with an output equal to or greater than 400 kilowatts"
8502131090,"Electric generating sets; compression ignition internal combustion engine (diesel or semi-diesel engine), with an output exceeding 375 kVA; with an output greater than 375 kilovolt-amperes but less than or equal to 750 kilovolt-amperes; other"
8502132000,"Electric generating sets; compression ignition internal combustion engine (diesel or semi-diesel engine), with an output greater than 375 kVA; with an output greater than 750 kilovolt-amperes but less than or equal to 3,500 kilovolt-amperes"
8502134000,"Electric generating sets; compression ignition internal combustion engines (diesel or semi-diesel engines), with an output in excess of 375 kVA; with an output in excess of 3,500 kilovolt-amperes"
8502201000,"Electric generating sets, including spark-ignition internal combustion piston engines; with an output of 75 kilovolt-amperes or less"
8502202000,"Electric generating sets, including spark ignition internal combustion piston engines; with an output of more than 75 kilovolt-amperes but less than or equal to 375 kilovolt-amperes"
8502203010,"Electric generating sets, including spark-ignition internal combustion piston engines; with an output of more than 375 kilovolt-amperes but less than 750 kilovolt-amperes; with an output of 400 kilowatt equivalents or more"
8502203090,"Electric generating sets, including spark ignition internal combustion piston engines; having an output of more than 375 kilovolt-amperes but less than 750 kilovolt-amperes; other"
8502204000,"Electric generating sets, including spark-ignition internal combustion piston engines; having an output in excess of 750 kilovolt-amperes"
